specification,retained_2024,countries_2024,china_india_share_2024,denominator_certain_2024,denominator_uncertain_2024,jaccard_vs_primary_q75_2024,overlap_with_primary_count_2024,spearman_deficit_score_vs_primary_2024,draw,w_demand,w_hazard,w_urban_form
dirichlet_0184,714,95,0.3851540616246499,160,554,0.5668571428571428,496,0.9728229126679026,184,0.0986055429909445,0.3641264920034649,0.5372679650055907
dirichlet_0185,716,75,0.35893854748603354,237,479,0.512114537444934,465,0.953019555627024,185,0.589680433404042,0.17738497826724992,0.23293458832870814
dirichlet_0186,768,96,0.3815104166666667,178,590,0.458546571136131,448,0.9665325121161471,186,0.03160542912921809,0.18700772730391052,0.7813868435668715
dirichlet_0187,663,91,0.38763197586727,157,506,0.6479400749063671,519,0.9737665778794588,187,0.15474928890244258,0.41480819574349326,0.43044251535406414
dirichlet_0188,600,86,0.45666666666666667,129,471,0.46674445740956827,400,0.9681894408313175,188,0.16933918236505702,0.5754240806772625,0.2552367369576805
dirichlet_0189,568,93,0.43309859154929575,110,458,0.4600715137067938,386,0.9637709924428405,189,0.07528573786706329,0.6005896139158329,0.3241246482171038
dirichlet_0190,669,79,0.34080717488789236,242,427,0.4428726877040261,407,0.935722324064775,190,0.6342097115916159,0.02304640063733718,0.3427438877710469
dirichlet_0191,743,71,0.4468371467025572,288,455,0.2974976830398517,321,0.9353574060128205,191,0.8776539266823516,0.059944757582925,0.06240131573472329
dirichlet_0192,690,79,0.3492753623188406,203,487,0.6466992665036675,529,0.9620837109504976,192,0.4587542578108417,0.23041286410106174,0.3108328780880966
dirichlet_0193,755,98,0.3801324503311258,167,588,0.47236704900938475,453,0.9699419104214976,193,0.004445402730525224,0.27911338640297906,0.7164412108664957
dirichlet_0194,711,85,0.35443037974683544,202,509,0.686806411837238,557,0.9640201959434044,194,0.35937926606050224,0.21802819682686442,0.42259253711263334
dirichlet_0195,622,73,0.46141479099678456,162,460,0.4550625711035267,400,0.9721227133215338,195,0.39805559743501495,0.549355843741923,0.05258855882306196
dirichlet_0196,720,69,0.4444444444444444,239,481,0.4225206611570248,409,0.9629461908952247,196,0.6308875315168198,0.3260671662865682,0.04304530219661215
dirichlet_0197,529,82,0.4952741020793951,97,432,0.3133997785160576,283,0.9486474333560443,197,0.0010713149351605476,0.7753143028252876,0.22361438223955193
dirichlet_0198,702,93,0.38603988603988604,162,540,0.5969447708578144,508,0.973293741445788,198,0.12986834603548703,0.36317450602291307,0.5069571479416
dirichlet_0199,749,74,0.43391188251001334,270,479,0.37170731707317073,381,0.9515785031749859,199,0.7146444411044809,0.2037927127122597,0.08156284618325932
dirichlet_0200,643,81,0.4307931570762053,161,482,0.5834348355663824,479,0.9740629237602233,200,0.2656427573767035,0.4770568299133474,0.25730041270994913
dirichlet_0201,517,80,0.46421663442940037,100,417,0.263724434876211,245,0.9419044770384384,201,0.019355866285126807,0.8888599224417788,0.09178421127309433
dirichlet_0202,618,78,0.45307443365695793,161,457,0.486013986013986,417,0.9728222718547319,202,0.3494192938041974,0.5302140986662014,0.12036660752960124
dirichlet_0203,710,97,0.3845070422535211,158,552,0.522271714922049,469,0.9718730442882199,203,0.05263618904305554,0.3467231380342169,0.6006406729227277
dirichlet_0204,741,70,0.4534412955465587,282,459,0.29444444444444445,318,0.9366209721410322,204,0.8806797712368566,0.07378354205064827,0.04553668671249523
dirichlet_0205,745,73,0.4348993288590604,260,485,0.39780658025922233,399,0.9576601276574331,205,0.6695096106656335,0.2644008240464842,0.06608956528788235
dirichlet_0206,764,73,0.4581151832460733,279,485,0.3330206378986867,355,0.950486913238999,206,0.770672914312033,0.20884195266132208,0.02048513302664492
dirichlet_0207,702,83,0.3561253561253561,201,501,0.7224334600760456,570,0.9655222172005891,207,0.38252434979975986,0.24421947915390838,0.3732561710463317
dirichlet_0208,769,97,0.3836150845253576,176,593,0.4491869918699187,442,0.9668268076363542,208,0.013771233985271587,0.19233260641912722,0.7938961595956011
dirichlet_0209,746,96,0.3847184986595174,189,557,0.3877349159248269,392,0.9558490483001335,209,0.07059456473883192,0.02055332826988393,0.9088521069912842
dirichlet_0210,737,98,0.3894165535956581,158,579,0.4829787234042553,454,0.9708039289243713,210,0.00010030377584790799,0.3358550672748395,0.6640446289493126
dirichlet_0211,679,79,0.3431516936671576,227,452,0.528604118993135,462,0.9470334032876933,211,0.5328902296797664,0.10076474670402902,0.3663450236162046
dirichlet_0212,581,84,0.47160068846815834,131,450,0.41485714285714287,363,0.9661729890306151,212,0.19521647597489894,0.6186955487693939,0.18608797525570708
dirichlet_0213,695,77,0.4287769784172662,213,482,0.5469107551487414,478,0.9708976633061845,213,0.4888338887795834,0.4010535160199601,0.11011259520045655
dirichlet_0214,676,84,0.3875739644970414,177,499,0.706786171574904,552,0.9742181190707606,214,0.3282654284605041,0.39702048924902134,0.2747140822904745
dirichlet_0215,606,86,0.46534653465346537,140,466,0.4500574052812859,392,0.9682799917628193,215,0.20029702703780447,0.5869325714451197,0.2127704015170759
dirichlet_0216,518,79,0.4749034749034749,98,420,0.2813522355507088,258,0.9462504940424584,216,0.05037729704517824,0.8373771361827254,0.11224556677209635
dirichlet_0217,741,75,0.3940620782726046,249,492,0.5,466,0.9575293280056513,217,0.5946792052265913,0.23040237539597896,0.17491841937742975
dirichlet_0218,593,92,0.40809443507588533,129,464,0.5527950310559007,445,0.9703328456895012,218,0.1311656474860541,0.5172512181565626,0.35158313435738325
dirichlet_0219,761,94,0.3876478318002628,203,558,0.4879328436516264,465,0.9541467272629142,219,0.24594123050481534,0.07337698984279525,0.6806817796523894
dirichlet_0220,640,79,0.44375,169,471,0.5349112426035503,452,0.9735032143606646,220,0.3126046930305422,0.5061083346117755,0.18128697235768215
dirichlet_0221,650,91,0.3953846153846154,148,502,0.6175742574257426,499,0.9728147405786605,221,0.12573368217789802,0.44252266903162524,0.43174364879047683
dirichlet_0222,696,85,0.382183908045977,199,497,0.49668141592920356,449,0.9476626388506789,222,0.3561608490831531,0.04836542929403641,0.5954737216228105
dirichlet_0223,703,83,0.35135135135135137,206,497,0.6707616707616708,546,0.9618517998708511,223,0.39157838434346287,0.20374313948785328,0.40467847616868396
dirichlet_0224,749,95,0.37783711615487314,183,566,0.5216450216450217,482,0.9673939299336797,224,0.12588733508152347,0.21055958338948352,0.6635530815289931
dirichlet_0225,532,80,0.4718045112781955,107,425,0.27301927194860814,255,0.9461508238986408,225,0.08928527612448864,0.8627602687062097,0.04795445516930173
dirichlet_0226,757,74,0.45310435931307796,268,489,0.34538534728829684,363,0.9528609982598883,226,0.740871388430394,0.2288050471169722,0.030323564452633657
dirichlet_0227,723,70,0.4343015214384509,281,442,0.29699248120300753,316,0.9301898186654654,227,0.9054622153069417,0.008939265877652858,0.08559851881540545
dirichlet_0228,710,88,0.3873239436619718,199,511,0.49890350877192985,455,0.9492987948549814,228,0.3195571068865296,0.05046217162193412,0.6299807214915362
dirichlet_0229,561,91,0.43493761140819964,106,455,0.44655581947743467,376,0.9624390267019638,229,0.03475925109227648,0.6005709215860785,0.36466982732164505
dirichlet_0230,657,71,0.441400304414003,199,458,0.49658314350797267,436,0.9711858162164183,230,0.5054921677586357,0.43394246793521796,0.06056536430614636
dirichlet_0231,572,77,0.4772727272727273,136,436,0.40778923253150057,356,0.9668027112975455,231,0.2505804534147097,0.6304197725077887,0.11899977407750172
dirichlet_0232,706,79,0.40226628895184136,207,499,0.6382211538461539,531,0.97109417097815,232,0.4276896351807433,0.3568847711290789,0.2154255936901779
dirichlet_0233,579,92,0.41796200345423146,118,461,0.5018226002430134,413,0.9663477278906216,233,0.07317979814062352,0.5595605146302562,0.3672596872291203
dirichlet_0234,669,80,0.34379671150971597,217,452,0.5119726339794755,449,0.9425288992509671,234,0.5059540140218847,0.05159893071214736,0.442447055265968
dirichlet_0235,747,96,0.3815261044176707,188,559,0.404,404,0.956528326390994,235,0.09127466611836695,0.04013211261779201,0.8685932212638411
dirichlet_0236,712,85,0.375,209,503,0.5610034207525656,492,0.954842983073619,236,0.34790997031889015,0.11704555175015859,0.5350444779309513
dirichlet_0237,611,96,0.41407528641571195,120,491,0.49528301886792453,420,0.9672878047980639,237,0.011198214273078962,0.5078834867309164,0.4809182989960046
dirichlet_0238,517,80,0.4526112185686654,99,418,0.25026624068157616,235,0.9387017471612344,238,0.02627294388299186,0.9509819288723811,0.022745127244627027
dirichlet_0239,688,85,0.38226744186046513,199,489,0.4894795127353267,442,0.9453237715043261,239,0.36706076657828324,0.029045147344525006,0.6038940860771917
dirichlet_0240,727,86,0.37276478679504815,194,533,0.6359338061465721,538,0.9653597787886499,240,0.28246020306514225,0.21172579880382916,0.5058139981310286
dirichlet_0241,566,91,0.42226148409893993,112,454,0.4717208182912154,392,0.9643938438638462,241,0.06221138205713522,0.5849669713328319,0.3528216466100328
dirichlet_0242,676,96,0.3831360946745562,148,528,0.5251716247139588,459,0.9709949983533833,242,0.02647697072171166,0.41401100664183743,0.5595120226364508
dirichlet_0243,618,84,0.42071197411003236,141,477,0.5663390663390664,461,0.9724643036078369,243,0.20069204259599077,0.5030571583431754,0.29625079906083385
dirichlet_0244,712,85,0.3609550561797753,202,510,0.6614077669902912,545,0.9629509920615746,244,0.35111903666275796,0.20315637403600156,0.4457245893012405
dirichlet_0245,558,88,0.489247311827957,107,451,0.36210762331838564,323,0.9546445923893649,245,0.01630722132014119,0.6999720423864969,0.283720736293362
dirichlet_0246,695,84,0.3683453237410072,206,489,0.5311438278595696,469,0.9506155045394779,246,0.37752783688281605,0.08536531464475253,0.5371068484724313
dirichlet_0247,718,86,0.37186629526462395,204,514,0.6081871345029239,520,0.9600421666535244,247,0.32959382314176,0.16481186989402621,0.5055943069642138
dirichlet_0248,685,73,0.38394160583941606,258,427,0.3665987780040733,360,0.9354879378477805,248,0.7616095792051237,0.04467649929247309,0.19371392150240319
dirichlet_0249,694,84,0.3659942363112392,207,487,0.5334846765039728,470,0.9503334841086113,249,0.38364674262776866,0.08479827497037026,0.5315549824018612
dirichlet_0250,753,70,0.4674634794156706,289,464,0.29357798165137616,320,0.9402192930405453,250,0.8635145922770433,0.11082888713353746,0.025656520589419075
dirichlet_0251,656,79,0.34146341463414637,218,438,0.47197309417040356,421,0.935774804976353,251,0.5548280755515717,0.0035262908611343605,0.44164563358729403
dirichlet_0252,515,79,0.46990291262135925,94,421,0.26429341963322545,245,0.9421309455023816,252,0.010291828329006852,0.8794677208956254,0.11024045077536763
dirichlet_0253,750,96,0.384,183,567,0.4505154639175258,437,0.9615594629398297,253,0.1112904109052586,0.11962822361626067,0.7690813654784807
dirichlet_0254,687,80,0.34788937409024745,210,477,0.6153846153846154,512,0.9573469789587562,254,0.4409605913563517,0.17225671705319243,0.38678269159045586
dirichlet_0255,684,90,0.38742690058479534,163,521,0.6433823529411765,525,0.9738795618460039,255,0.16206991752065988,0.380990954299066,0.4569391281802741
dirichlet_0256,667,90,0.38980509745127434,156,511,0.6285362853628537,511,0.9735597785828882,256,0.1390708042386716,0.4066578448075476,0.45427135095378085
dirichlet_0257,739,72,0.41948579161028415,276,463,0.3553398058252427,366,0.9434506981938128,257,0.7687507750554263,0.126837580679931,0.10441164426464268
dirichlet_0258,560,87,0.4767857142857143,112,448,0.3751412429378531,332,0.9576894898095178,258,0.054450018263329424,0.6763443576405221,0.26920562409614845
dirichlet_0259,677,88,0.37370753323485967,173,504,0.7529566360052562,573,0.9739446555069445,259,0.2691568424881387,0.36127240602741073,0.36957075148445057
dirichlet_0260,709,92,0.3723554301833568,172,537,0.6204033214709371,523,0.9726058305083323,260,0.16569096615417658,0.3177838039689114,0.516525229876912
dirichlet_0261,746,73,0.4249329758713137,267,479,0.38362919132149903,389,0.9517397263651761,261,0.7002138317010453,0.2006848866340728,0.09910128166488175
dirichlet_0262,706,71,0.4376770538243626,224,482,0.4735135135135135,438,0.9678562885989012,262,0.5607046619148823,0.37765574051769424,0.06163959756742344
dirichlet_0263,745,68,0.47114093959731546,293,452,0.2619261926192619,291,0.9315043225272837,263,0.9678202847378864,0.0267047992847701,0.0054749159773434695
dirichlet_0264,562,83,0.4750889679715303,120,442,0.3742953776775648,332,0.960845425403161,264,0.13467259284269906,0.6700496756215355,0.19527773153576544
dirichlet_0265,522,79,0.4827586206896552,103,419,0.28013029315960913,258,0.9475325481480429,265,0.08512082438772199,0.8379577842331839,0.07692139137909404
dirichlet_0266,719,78,0.3741307371349096,214,505,0.6131301289566237,523,0.963186057617033,266,0.49904057730643986,0.2609942421234875,0.2399651805700726
dirichlet_0267,639,82,0.4241001564945227,158,481,0.6039603960396039,488,0.97431056058432,267,0.2665838779048301,0.4657100421156709,0.26770607997949886
dirichlet_0268,519,79,0.47398843930635837,98,421,0.2824427480916031,259,0.9463572744946004,268,0.052455950031936864,0.8369492543283935,0.11059479563966977
dirichlet_0269,669,80,0.3423019431988042,217,452,0.510250569476082,448,0.9419381608683677,269,0.5018644616341646,0.04487183496722463,0.45326370339861066
dirichlet_0270,681,79,0.3406754772393539,227,454,0.5170068027210885,456,0.9444882140314563,270,0.5352517184088967,0.07799854450866624,0.386749737082437
dirichlet_0271,706,72,0.3838526912181303,252,454,0.40082219938335045,390,0.9431458681077286,271,0.7017533775052216,0.10796110702671796,0.19028551546806036
dirichlet_0272,734,71,0.4332425068119891,277,457,0.32098765432098764,338,0.9390594749391119,272,0.825878873497442,0.09151701767550244,0.0826041088270556
dirichlet_0273,683,80,0.3411420204978038,229,454,0.5073115860517435,451,0.942184313647275,273,0.5421759967320258,0.05893050581595265,0.3988934974520215
dirichlet_0274,681,79,0.342143906020558,211,470,0.6023952095808384,503,0.9567458929916312,274,0.46324260045223997,0.17350244873184145,0.36325495081591874
dirichlet_0275,531,79,0.480225988700565,108,423,0.2815533980582524,261,0.9481917347911533,275,0.11559652897039926,0.8461497113183087,0.038253759711292024
dirichlet_0276,746,95,0.38605898123324395,188,558,0.44490216271884653,432,0.9589116854501374,276,0.13124171342727034,0.08901039497750764,0.779747891595222
dirichlet_0277,679,82,0.3490427098674521,219,460,0.5096045197740113,451,0.944276873155247,277,0.458274593652718,0.052583367353712426,0.4891420389935695
dirichlet_0278,693,82,0.35209235209235207,208,485,0.5976331360946746,505,0.9549947928532203,278,0.4346445412112655,0.14665577469486848,0.4186996840938661
dirichlet_0279,688,78,0.34011627906976744,228,460,0.5318906605922551,467,0.9496543759671213,279,0.5563587632543001,0.13253910244586398,0.311102134299836
dirichlet_0280,687,96,0.38573508005822416,146,541,0.5084175084175084,453,0.9705568814148564,280,0.0066970196985465585,0.4099942151629916,0.5833087651384619
dirichlet_0281,726,87,0.3677685950413223,205,521,0.6213364595545134,530,0.9624189492663396,281,0.30881887008512693,0.18463397811542806,0.5065471517994449
dirichlet_0282,691,84,0.3791606367583213,189,502,0.7150127226463104,562,0.9734257868641428,282,0.35138683653571845,0.37564368897938627,0.2729694744848952
dirichlet_0283,743,92,0.39030955585464333,199,544,0.5167930660888408,477,0.9618276336244188,283,0.20134992197508556,0.147734249021724,0.6509158290031906
dirichlet_0284,680,80,0.3397058823529412,216,464,0.5710928319623971,486,0.9535829442242973,284,0.4911018715936143,0.15060570577048996,0.3582924226358957
dirichlet_0285,697,87,0.3715925394548063,177,520,0.7653194263363755,587,0.9720943239008911,285,0.28392351097994456,0.3149620226146364,0.4011144664054191
dirichlet_0286,607,84,0.45634266886326197,140,467,0.4783625730994152,409,0.9700961117166568,286,0.20263513852635223,0.5556288699642743,0.24173599150937342
dirichlet_0287,685,78,0.34306569343065696,238,447,0.492769744160178,443,0.944069580744587,287,0.6027984237105638,0.09239178201920516,0.3048097942702311
dirichlet_0288,626,74,0.4536741214057508,172,454,0.46964490263459335,410,0.9726374048771342,288,0.43776939325487174,0.5143183830318803,0.04791222371324792
dirichlet_0289,546,87,0.48717948717948717,105,441,0.3547297297297297,315,0.9554744745002888,289,0.04352296114303163,0.7013411067563151,0.2551359321006534
dirichlet_0290,725,75,0.4068965517241379,222,503,0.565118912797282,499,0.9670243369050376,290,0.5105054300227855,0.3256826615672013,0.16381190841001328
dirichlet_0291,634,95,0.4022082018927445,132,502,0.5188235294117647,441,0.9696139152795342,291,0.03085741649907259,0.4684622812270513,0.500680302273876
dirichlet_0292,687,80,0.3435225618631732,221,466,0.5646100116414435,485,0.9530550871973389,292,0.5027623560414369,0.14909865564574865,0.3481389883128145
dirichlet_0293,685,80,0.3445255474452555,203,482,0.6567901234567901,532,0.9612481030178687,293,0.451499621344771,0.21794509113486674,0.3305552875203624
dirichlet_0294,630,87,0.39206349206349206,146,484,0.6148055207026348,490,0.972746410277701,294,0.1467606038596838,0.46312623202137204,0.39011316411894426
dirichlet_0295,722,95,0.3808864265927978,170,552,0.5850574712643678,509,0.97260642503317,295,0.13289232864130843,0.3254082485211147,0.5416994228375768
dirichlet_0296,752,91,0.386968085106383,203,549,0.47384937238493724,453,0.9532776624484773,296,0.2367076163472144,0.05974920202551337,0.7035431816272723
dirichlet_0297,643,81,0.4401244167962675,162,481,0.5439429928741093,458,0.9735489999966445,297,0.27844910473212653,0.49952730560849323,0.2220235896593804
dirichlet_0298,660,87,0.38333333333333336,160,500,0.6993548387096774,542,0.9747017355724171,298,0.24871579873916178,0.4165415273234399,0.33474267393739837
dirichlet_0299,730,88,0.38767123287671235,197,533,0.4708377518557794,444,0.9493358306511681,299,0.2752557781474826,0.031792623629680494,0.6929515982228369
dirichlet_0300,615,82,0.4504065040650406,140,475,0.5071090047393365,428,0.970935215127092,300,0.2044644533473905,0.5399673910198189,0.2555681556327905
dirichlet_0301,628,87,0.39331210191082805,143,485,0.6286438529784537,496,0.9733298832361319,301,0.1814538173115874,0.4660165509150071,0.35252963177340535
dirichlet_0302,516,79,0.4748062015503876,98,418,0.28618421052631576,261,0.9457623803248423,302,0.032487839082906554,0.8346385528659848,0.13287360805110882
dirichlet_0303,760,94,0.38026315789473686,182,578,0.3770651117589893,388,0.9577065564016732,303,0.00356864006099103,0.020860899784860727,0.9755704601541483
dirichlet_0304,733,92,0.3806275579809004,195,538,0.58675799086758,514,0.963802545567971,304,0.25245369414782365,0.185028362292686,0.5625179435594906
dirichlet_0305,739,75,0.4140730717185386,254,485,0.47568710359408034,450,0.9592961901750865,305,0.6101251876170228,0.25985097966427606,0.13002383271870102
dirichlet_0306,686,88,0.3688046647230321,168,518,0.7306701030927835,567,0.973298893656156,306,0.23768812463854685,0.3357351284283791,0.42657674693307396
dirichlet_0307,666,80,0.41291291291291293,183,483,0.6273062730627307,510,0.9744869690857604,307,0.3314221711286479,0.42646143401840597,0.242116394852946
dirichlet_0308,732,69,0.4453551912568306,290,442,0.2849213691026827,308,0.9309965856004571,308,0.9210736019273341,0.018384965624654765,0.060541432448010954
dirichlet_0309,699,83,0.3490701001430615,202,497,0.6865671641791045,552,0.9633965828264571,309,0.41417164746216756,0.22943144903209578,0.3563969035057368
dirichlet_0310,561,91,0.43493761140819964,106,455,0.44655581947743467,376,0.962703298818539,310,0.039207965497847864,0.5988930981982264,0.36189893630392567
dirichlet_0311,614,95,0.40390879478827363,133,481,0.5633456334563346,458,0.9702022170339727,311,0.0818571213875873,0.4904002840256081,0.4277425945868047
dirichlet_0312,673,75,0.3551263001485884,243,430,0.42094017094017094,394,0.9381242934335925,312,0.6810566254104496,0.05504965025485584,0.26389372433469455
dirichlet_0313,709,77,0.35966149506346967,243,466,0.47357065803667747,439,0.9479982284843391,313,0.6329280157660995,0.13863095979013448,0.22844102444376613
dirichlet_0314,648,82,0.4182098765432099,159,489,0.6211180124223602,500,0.9744144364596673,314,0.26621140947602845,0.45991954940701035,0.27386904111696125
dirichlet_0315,522,81,0.46934865900383144,99,423,0.2745945945945946,254,0.9450639966037107,315,0.04590318394301549,0.8534766260796766,0.100620189977308
dirichlet_0316,632,77,0.44462025316455694,168,464,0.49189814814814814,425,0.9731307891351058,316,0.4048190563909713,0.5069407777555335,0.08824016585349513
dirichlet_0317,631,82,0.4405705229793978,151,480,0.5333333333333333,448,0.9728324693484521,317,0.24286581900011056,0.5105993821779089,0.2465347988219805
dirichlet_0318,747,99,0.3828647925033467,166,581,0.47789473684210526,454,0.9705116198404371,318,0.00987924797160898,0.30112612889749785,0.6889946231308932
dirichlet_0319,708,91,0.3629943502824859,174,534,0.6727941176470589,549,0.9723045011827873,319,0.21452449379332858,0.30864868662766803,0.4768268195790034
dirichlet_0320,616,89,0.39935064935064934,135,481,0.5952380952380952,475,0.971820427000003,320,0.13229127833042062,0.48207669949537063,0.3856320221742088
dirichlet_0321,643,85,0.38724727838258166,153,490,0.6666666666666666,520,0.9740289488968289,321,0.1829927810782162,0.4316213980221674,0.38538582089961654
dirichlet_0322,700,83,0.3557142857142857,201,499,0.7220812182741116,569,0.9655202433510707,322,0.3796954559832789,0.2431867829466552,0.37711776107006584
dirichlet_0323,620,73,0.4629032258064516,162,458,0.4544419134396355,399,0.9719913219634455,323,0.3928964557204722,0.5541517069579094,0.0529518373216184
dirichlet_0324,705,78,0.41134751773049644,209,496,0.5892648774795799,505,0.9716015282005243,324,0.45138372945519367,0.3893862526243906,0.1592300179204157
dirichlet_0325,538,77,0.49070631970260226,114,424,0.34118967452300786,304,0.9574792263288887,325,0.19277613193324683,0.746661098732452,0.0605627693343011
dirichlet_0326,611,95,0.4075286415711948,132,479,0.5577395577395577,454,0.9700149423705017,326,0.07503537897600587,0.4903376940562018,0.4346269269677924
dirichlet_0327,766,70,0.4751958224543081,288,478,0.3007312614259598,329,0.94641384829983,327,0.8215074079249275,0.17346014632998077,0.005032445745091749
dirichlet_0328,700,84,0.3585714285714286,195,505,0.7554980595084088,584,0.9673573333612685,328,0.3611854287246874,0.2609341361592828,0.37788043511602976
dirichlet_0329,708,72,0.3983050847457627,260,448,0.3732394366197183,371,0.9410903175313157,329,0.738326670472948,0.09565273092910064,0.16602059859795137
dirichlet_0330,753,73,0.42895086321381143,281,472,0.3505747126436782,366,0.9466359937249804,330,0.7583641366100841,0.1592985948231335,0.08233726856678245
dirichlet_0331,677,84,0.3722304283604136,179,498,0.7302204928664072,563,0.9740636842804349,331,0.32784516569405314,0.38825231917445435,0.2839025151314924
dirichlet_0332,757,90,0.3857331571994716,202,555,0.4790794979079498,458,0.9564092891538576,332,0.20251624184140155,0.08284392146757859,0.7146398366910198
dirichlet_0333,693,83,0.3665223665223665,208,485,0.5358361774744027,471,0.9499798062136015,333,0.39243433746629186,0.08440734310581077,0.5231583194278974
dirichlet_0334,599,93,0.42237061769616024,118,481,0.4916864608076009,414,0.9667680823819375,334,0.015154420619865255,0.5202582443459786,0.4645873350341561
dirichlet_0335,711,88,0.3881856540084388,199,512,0.49835706462212487,455,0.9492650528666766,335,0.31937890058572216,0.05003486981352084,0.630586229600757
dirichlet_0336,701,93,0.38516405135520687,160,541,0.5995288574793876,509,0.9733073447880267,336,0.12789988889946438,0.3673252683141679,0.5047748427863676
dirichlet_0337,672,95,0.3913690476190476,146,526,0.5399768250289687,466,0.9713243188652901,337,0.0474164256919971,0.42460015850947236,0.5279834157985306
dirichlet_0338,596,91,0.401006711409396,129,467,0.5623441396508728,451,0.9705071053992262,338,0.12336833941290105,0.5091379820896076,0.3674936784974913
dirichlet_0339,667,77,0.4302848575712144,192,475,0.5724465558194775,482,0.9732441738887158,339,0.41734697045221375,0.43116583041290824,0.1514871991348779
dirichlet_0340,680,96,0.38382352941176473,148,532,0.5227790432801822,459,0.9709846946010421,340,0.023037909554427242,0.40942740184298493,0.5675346886025877
dirichlet_0341,596,75,0.46476510067114096,152,444,0.46893317702227433,400,0.9718239227838213,341,0.32979705860028363,0.5562430887663744,0.11395985263334199
dirichlet_0342,619,77,0.45234248788368336,163,456,0.49414519906323184,422,0.973076308209988,342,0.36752597921246927,0.520206082240764,0.11226793854676669
dirichlet_0343,740,93,0.3891891891891892,197,543,0.5368536853685368,488,0.9636974699808484,343,0.19959064692637768,0.17062759595848037,0.6297817571151418
dirichlet_0344,716,84,0.37011173184357543,209,507,0.607728337236534,519,0.9588749812017865,344,0.3486086447410175,0.15833313204575625,0.49305822321322634
dirichlet_0345,735,74,0.4,256,479,0.4637223974763407,441,0.9537161983978859,345,0.6327185621174372,0.20007477992710224,0.1672066579554607
dirichlet_0346,729,73,0.43072702331961593,240,489,0.45435466946484787,433,0.963187178490468,346,0.6036644859884217,0.3145009664548616,0.08183454755671672
dirichlet_0347,744,97,0.385752688172043,195,549,0.39820359281437123,399,0.9530006487354052,347,0.1184328141970853,0.0015800384929884797,0.8799871473099263
dirichlet_0348,613,83,0.45187601957585644,140,473,0.49061032863849763,418,0.9704288206988246,348,0.20102857157973852,0.5486689445799464,0.25030248384031495
dirichlet_0349,659,74,0.4370257966616085,194,465,0.5284552845528455,455,0.9725775736391794,349,0.4582493802685035,0.4525704327723929,0.08918018695910362
dirichlet_0350,707,80,0.4087694483734088,212,495,0.6028202115158637,513,0.970798018577464,350,0.4535285237851775,0.367445060397359,0.1790264158174635
dirichlet_0351,718,73,0.43036211699164345,232,486,0.48488120950323976,449,0.9661770182093584,351,0.5646629892990143,0.34406096680178205,0.09127604389920382
dirichlet_0352,717,75,0.42538354253835425,219,498,0.5438202247191011,484,0.9691780780253054,352,0.5054639235553173,0.36635759620333036,0.12817848024135228
dirichlet_0353,644,84,0.4332298136645963,152,492,0.55622009569378,465,0.9730864052593139,353,0.23728722588605475,0.5014826109694925,0.26123016314445274
dirichlet_0354,735,72,0.43537414965986393,248,487,0.4089068825910931,404,0.9598951944718005,354,0.6533802023857797,0.2889121148801097,0.0577076827341107
dirichlet_0355,539,81,0.4712430426716141,115,424,0.3483652762119504,309,0.9588612920231975,355,0.15468539418107935,0.7077264016454424,0.1375882041734782
dirichlet_0356,730,88,0.37534246575342467,199,531,0.6071842410196987,524,0.9630861610646411,356,0.28536798555222587,0.18547084115786033,0.5291611732899137
dirichlet_0357,740,95,0.3810810810810811,189,551,0.45977011494252873,440,0.9604464312059113,357,0.1399919684757851,0.11253009877548471,0.7474779327487302
dirichlet_0358,621,81,0.4492753623188406,149,472,0.5035294117647059,428,0.971708952260209,358,0.2464786817101839,0.5391693154021021,0.21435200288771408
dirichlet_0359,530,80,0.4867924528301887,106,424,0.29443838604143946,270,0.950078162132753,359,0.11741416119423626,0.81732175911497,0.06526407969079388
dirichlet_0360,553,78,0.47739602169981915,121,432,0.37656427758816835,331,0.9624863164913393,360,0.18619022915484212,0.6699500106382895,0.1438597602068683
dirichlet_0361,698,77,0.35673352435530087,217,481,0.5922444183313749,504,0.9587058595211915,361,0.5025768083225923,0.2082656771127254,0.2891575145646824
dirichlet_0362,693,90,0.37806637806637805,163,530,0.6383495145631068,526,0.9735930368065736,362,0.1618553848751968,0.3578169089820536,0.4803277061427498
dirichlet_0363,752,95,0.38563829787234044,178,574,0.4495884773662551,437,0.963029083523486,363,0.08856592480731587,0.13545492994325245,0.7759791452494319
dirichlet_0364,716,74,0.3854748603351955,249,467,0.4287200832466181,412,0.9468857956238489,364,0.6719624815991243,0.13835593672122945,0.1896815816796461
dirichlet_0365,526,78,0.49429657794676807,108,418,0.30286343612334804,275,0.9511687643185537,365,0.16548786107029803,0.8289405586423323,0.005571580287369781
dirichlet_0366,760,98,0.38026315789473686,171,589,0.46839378238341967,452,0.9689930480319237,366,0.022191882039547958,0.24362346024092635,0.7341846577195257
dirichlet_0367,692,84,0.3511560693641618,211,481,0.5577367205542725,483,0.9514193414020482,367,0.4289132196275285,0.11018559256370936,0.4609011878087623
dirichlet_0368,679,88,0.37702503681885124,167,512,0.7194337194337195,559,0.9744027857796465,368,0.23483446924130932,0.3807315108468613,0.38443401991182957
dirichlet_0369,532,81,0.4699248120300752,103,429,0.267590618336887,251,0.9446545640893935,369,0.05989506203987449,0.86865081817079,0.07145411978933539
